Id de pago,fecha,CVU/CBU,Valor
10049,6/4/2025,"3,56917E+21",$59.739
10050,5/4/2025,"8,5529E+21",$83.374
10051,10/4/2025,"8,40166E+21",$124.280
10052,5/4/2025,"3,25384E+21",$137.671
10053,3/4/2025,"4,20734E+21",$170.898
10054,2/4/2025,"2,47672E+21",$136.676
10055,4/4/2025,"9,09001E+21",$178.213
10056,3/4/2025,"8,67275E+21",$58.561
10057,2/4/2025,"3,56917E+21",$108.594
10058,4/4/2025,"8,55574E+21",$81.616
10059,4/4/2025,"1,13553E+21",$144.215
10060,2/4/2025,"8,67136E+21",$175.137
10061,2/4/2025,"7,16819E+21",$57.203
10062,6/4/2025,"8,14904E+21",$165.754
10063,5/4/2025,"2,12987E+21",$78.449
10064,7/4/2025,"8,67136E+21",$194.267
10065,2/4/2025,"4,00665E+21",$107.493
10066,7/4/2025,"9,78678E+21",$138.442
10067,10/4/2025,"5,51303E+21",$64.400
10068,10/4/2025,"4,60919E+21",$142.753
10069,1/4/2025,"4,98543E+21",$67.201
10070,12/4/2025,"1,11219E+21",$177.792
10071,14/4/2025,"4,73859E+21",$159.595
10072,8/4/2025,"8,94438E+21",$113.993
10073,6/4/2025,"5,73854E+21",$54.730
10074,10/4/2025,"9,39122E+21",$65.446
10075,1/4/2025,"9,09859E+21",$182.848
10076,10/4/2025,"3,56917E+21",$88.082
10077,11/4/2025,"9,79877E+21",$178.028
10078,2/4/2025,"4,2792E+21",$149.011
10079,4/4/2025,"2,31441E+21",$122.044
10080,14/4/2025,"5,46569E+21",$130.988
10081,14/4/2025,"1,59991E+21",$182.489
10082,15/4/2025,"8,57114E+21",$112.307
10083,15/4/2025,"4,14123E+21",$77.872
10084,12/4/2025,"2,64547E+21",$151.422
10085,1/4/2025,"7,38518E+21",$174.904
10086,8/4/2025,"7,86347E+21",$123.038
10087,1/4/2025,"6,09749E+21",$193.636
10088,14/4/2025,"3,15482E+21",$87.472
10089,3/4/2025,"2,31441E+21",$157.160
10090,7/4/2025,"4,02283E+21",$144.005
10091,2/4/2025,"4,14123E+21",$124.015
10092,12/4/2025,"8,46915E+21",$156.905
10093,6/4/2025,"8,67275E+21",$86.298
10094,12/4/2025,"4,64913E+21",$117.108
10095,2/4/2025,"8,46684E+21",$132.667
10096,10/4/2025,"3,39233E+21",$159.011
10097,10/4/2025,"8,14904E+21",$60.129
10098,1/4/2025,"7,9534E+21",$144.491
10099,7/4/2025,"6,52232E+21",$53.029
10100,10/4/2025,"3,26675E+21",$73.339
10101,15/4/2025,"9,53147E+21",$75.565
10102,3/4/2025,"8,91381E+21",$191.481
10103,10/4/2025,"5,7825E+21",$142.805
10104,9/4/2025,"5,84624E+21",$135.205
10105,11/4/2025,"9,06482E+21",$131.124
10106,3/4/2025,"7,89969E+21",$52.804
10107,14/4/2025,"2,77293E+21",$113.558
10108,15/4/2025,"4,73859E+21",$89.952
10109,1/4/2025,"7,46343E+21",$114.714
10110,13/4/2025,"6,06251E+21",$63.979
10111,6/4/2025,"4,14123E+21",$84.192
10112,7/4/2025,"4,6251E+21",$90.006
10113,15/4/2025,"4,92178E+21",$121.681
10114,11/4/2025,"8,57114E+21",$91.794
10115,11/4/2025,"4,64913E+21",$174.366
10116,8/4/2025,"8,95676E+21",$51.957
10117,4/4/2025,"4,2792E+21",$185.722
10118,11/4/2025,"7,38518E+21",$68.638
10119,13/4/2025,"1,68669E+21",$171.749
10120,8/4/2025,"8,5529E+21",$128.283
10121,2/4/2025,"2,64547E+21",$104.153
10122,11/4/2025,"7,99791E+21",$163.735
10123,3/4/2025,"2,54868E+21",$88.595
10124,3/4/2025,"6,79302E+21",$109.446
10125,3/4/2025,"2,5671E+21",$91.004
10126,2/4/2025,"2,00351E+21",$154.977
10127,3/4/2025,"2,89875E+21",$74.005
10128,15/4/2025,"3,5424E+21",$72.262
10129,13/4/2025,"6,79302E+21",$187.970
10130,14/4/2025,"6,52232E+21",$171.716
10131,7/4/2025,"9,95987E+21",$89.644
10132,2/4/2025,"3,26675E+21",$81.564
10133,15/4/2025,"2,64547E+21",$173.907
10134,15/4/2025,"3,1396E+21",$131.409
10135,10/4/2025,"1,68669E+21",$180.229
10136,14/4/2025,"1,5294E+21",$101.120
10137,1/4/2025,"4,20362E+21",$178.474
10138,5/4/2025,"8,91381E+21",$122.916
10139,2/4/2025,"7,15249E+21",$190.857
10140,10/4/2025,"4,64913E+21",$72.312
10141,10/4/2025,"1,5294E+21",$116.006
10142,3/4/2025,"2,699E+21",$66.267
10143,6/4/2025,"3,90358E+21",$62.321
10144,12/4/2025,"8,40166E+21",$138.938
10145,14/4/2025,"8,57114E+21",$83.519
10146,3/4/2025,"8,91381E+21",$191.864
10147,6/4/2025,"9,09859E+21",$101.410
10148,13/4/2025,"9,53147E+21",$194.457
10149,15/4/2025,"8,89916E+21",$58.367
10150,5/4/2025,"8,67136E+21",$161.317
10151,13/4/2025,"8,89916E+21",$177.517
10152,11/4/2025,"4,98543E+21",$154.274
10153,3/4/2025,"8,44567E+21",$131.123
10154,6/4/2025,"4,20734E+21",$79.755
10155,1/4/2025,"9,09001E+21",$122.072
10156,6/4/2025,"9,09859E+21",$59.376
10157,8/4/2025,"4,73859E+21",$55.760
10158,9/4/2025,"3,15482E+21",$80.366
10159,13/4/2025,"7,34096E+21",$52.790
10160,12/4/2025,"1,83162E+21",$150.762
10161,6/4/2025,"1,5294E+21",$111.130
10162,10/4/2025,"8,30696E+21",$122.167
10163,6/4/2025,"1,42446E+21",$65.353
10164,9/4/2025,"9,48578E+21",$143.597
10165,14/4/2025,"7,46343E+21",$93.951
10166,2/4/2025,"7,9007E+21",$53.395
10167,15/4/2025,"3,62255E+21",$57.614
10168,5/4/2025,"5,98657E+21",$92.521
10169,6/4/2025,"9,91871E+21",$106.857
10170,5/4/2025,"9,06482E+21",$72.588
10171,6/4/2025,"9,39122E+21",$191.214
10172,2/4/2025,"6,92736E+21",$94.924
10173,2/4/2025,"4,9195E+21",$134.007
10174,7/4/2025,"8,30696E+21",$144.927
10175,13/4/2025,"8,32736E+21",$160.129
10176,10/4/2025,"2,28114E+21",$191.580
10177,5/4/2025,"1,83162E+21",$101.716
10178,9/4/2025,"5,84624E+21",$162.066
10179,2/4/2025,"8,46684E+21",$84.101
10180,3/4/2025,"8,30696E+21",$64.784
10181,3/4/2025,"8,20399E+21",$81.350
10182,9/4/2025,"3,96704E+21",$97.390
10183,3/4/2025,"7,89969E+21",$186.536
10184,1/4/2025,"7,46343E+21",$54.050
10185,5/4/2025,"4,19888E+21",$112.133
10186,4/4/2025,"3,26675E+21",$189.127
10187,6/4/2025,"5,98657E+21",$131.929
10188,6/4/2025,"4,92178E+21",$102.589
10189,9/4/2025,"9,91871E+21",$76.701
10190,7/4/2025,"5,7825E+21",$106.417
10191,2/4/2025,"5,44431E+21",$86.251
10192,15/4/2025,"2,04784E+21",$72.930
10193,10/4/2025,"8,91381E+21",$58.214
10194,6/4/2025,"9,73651E+21",$113.836
10195,13/4/2025,"7,38518E+21",$196.966
10196,7/4/2025,"4,02283E+21",$97.103
10197,12/4/2025,"9,09859E+21",$68.086
10198,15/4/2025,"8,55574E+21",$76.644
10199,5/4/2025,"4,73909E+21",$167.578
10200,6/4/2025,"4,02283E+21",$113.254
10201,14/4/2025,"8,94438E+21",$84.293
10202,7/4/2025,"2,77293E+21",$170.148
10203,8/4/2025,"5,51303E+21",$173.702
10204,1/4/2025,"3,74744E+21",$178.015
10205,10/4/2025,"3,35499E+21",$53.759
10206,4/4/2025,"5,7825E+21",$184.698
10207,3/4/2025,"9,95987E+21",$178.029
10208,15/4/2025,"4,46216E+21",$170.611
10209,9/4/2025,"7,15249E+21",$133.703
10210,12/4/2025,"1,13553E+21",$185.979
10211,5/4/2025,"5,98657E+21",$123.090
10212,12/4/2025,"5,46835E+21",$86.337
10213,3/4/2025,"1,11219E+21",$72.774
10214,15/4/2025,"3,56917E+21",$141.200
10215,11/4/2025,"7,34096E+21",$187.188
10216,5/4/2025,"6,52232E+21",$73.757
10217,7/4/2025,"7,86347E+21",$57.897
10218,14/4/2025,"2,39951E+21",$53.394
10219,6/4/2025,"3,1396E+21",$140.901
10220,11/4/2025,"2,28114E+21",$179.560
10221,9/4/2025,"8,44567E+21",$127.180
10222,7/4/2025,"2,54868E+21",$137.898
10223,1/4/2025,"8,40166E+21",$171.725
10224,3/4/2025,"3,39233E+21",$156.022
10225,6/4/2025,"2,699E+21",$162.403
10226,9/4/2025,"2,89875E+21",$103.980
10227,12/4/2025,"4,60919E+21",$149.718
10228,2/4/2025,"8,95676E+21",$59.058
10229,3/4/2025,"9,39122E+21",$83.795
10230,14/4/2025,"4,73859E+21",$93.975
10231,11/4/2025,"7,13851E+21",$164.926
10232,5/4/2025,"8,77612E+21",$149.009
10233,3/4/2025,"2,3371E+21",$106.161
10234,2/4/2025,"9,91871E+21",$146.770
10235,5/4/2025,"7,46343E+21",$59.278
10236,8/4/2025,"7,65726E+21",$71.570
10237,8/4/2025,"7,95204E+21",$114.809
10238,9/4/2025,"6,04959E+21",$111.797
10239,2/4/2025,"2,39951E+21",$148.881
10240,15/4/2025,"6,09749E+21",$165.709
10241,1/4/2025,"8,20399E+21",$154.052
10242,11/4/2025,"1,83162E+21",$189.809
10243,4/4/2025,"7,16819E+21",$65.551
10244,6/4/2025,"6,04959E+21",$181.520
10245,15/4/2025,"3,25384E+21",$115.743
10246,3/4/2025,"5,44431E+21",$100.298
10247,10/4/2025,"7,9534E+21",$55.577
10248,12/4/2025,"8,94438E+21",$188.748
10249,15/4/2025,"1,5294E+21",$116.796
10250,3/4/2025,"3,74744E+21",$154.243
10251,6/4/2025,"2,3371E+21",$85.828
10252,2/4/2025,"4,46216E+21",$85.912
10253,7/4/2025,"7,9534E+21",$179.540
10254,12/4/2025,"3,90358E+21",$140.220
10255,4/4/2025,"3,15482E+21",$73.951
10256,1/4/2025,"7,15249E+21",$180.472
10257,10/4/2025,"9,74893E+21",$114.395
10258,1/4/2025,"2,00351E+21",$62.010
10259,11/4/2025,"4,53257E+21",$118.291
10260,5/4/2025,"5,12066E+21",$71.402
10261,10/4/2025,"4,56178E+21",$197.351
10262,1/4/2025,"8,55574E+21",$124.524
10263,4/4/2025,"5,93018E+21",$57.877
10264,7/4/2025,"9,06482E+21",$104.363
10265,15/4/2025,"4,6251E+21",$105.170
10266,13/4/2025,"9,48578E+21",$153.088
10267,14/4/2025,"8,67275E+21",$111.135
10268,12/4/2025,"3,25384E+21",$139.548
10269,1/4/2025,"2,47672E+21",$173.027
10270,11/4/2025,"7,89969E+21",$171.135
10271,15/4/2025,"5,46569E+21",$182.908
10272,1/4/2025,"5,93018E+21",$52.921
10273,11/4/2025,"6,52232E+21",$145.031
10274,10/4/2025,"7,38518E+21",$151.349
10275,13/4/2025,"9,78678E+21",$81.217
10276,10/4/2025,"7,9007E+21",$122.716
10277,1/4/2025,"9,64964E+21",$55.829
10278,15/4/2025,"3,96704E+21",$179.378
10279,15/4/2025,"7,65726E+21",$78.041
10280,2/4/2025,"6,92736E+21",$62.328
10281,11/4/2025,"9,78678E+21",$88.268
10282,11/4/2025,"8,40166E+21",$180.063
10283,12/4/2025,"4,14123E+21",$115.729
10284,12/4/2025,"8,5529E+21",$110.472
10285,1/4/2025,"9,73651E+21",$161.007
10286,15/4/2025,"5,51303E+21",$106.861
10287,8/4/2025,"1,83162E+21",$152.176
10288,11/4/2025,"5,7825E+21",$111.094
10289,1/4/2025,"4,92178E+21",$137.774
10290,7/4/2025,"8,32736E+21",$182.518
10291,2/4/2025,"9,09859E+21",$184.209
10292,3/4/2025,"3,90358E+21",$103.755
10293,11/4/2025,"4,75698E+21",$152.490
10294,13/4/2025,"7,9534E+21",$182.831
10295,2/4/2025,"4,2792E+21",$76.976
10296,2/4/2025,"6,87188E+21",$52.464
10297,4/4/2025,"8,14904E+21",$153.225
10298,9/4/2025,"7,13851E+21",$84.259
10299,9/4/2025,"7,16819E+21",$183.394
10300,6/4/2025,"4,46216E+21",$122.378
10301,7/4/2025,"4,02283E+21",$192.236
10302,7/4/2025,"3,56917E+21",$78.921
10303,2/4/2025,"8,95676E+21",$75.775
10304,11/4/2025,"4,75698E+21",$184.707
10305,13/4/2025,"7,99791E+21",$168.578
10306,3/4/2025,"7,13851E+21",$50.207
10307,2/4/2025,"6,09749E+21",$60.498
10308,9/4/2025,"9,53147E+21",$157.258
10309,1/4/2025,"5,11731E+21",$76.453
10310,12/4/2025,"5,12066E+21",$198.674
10311,8/4/2025,"7,65726E+21",$96.833
10312,4/4/2025,"2,54868E+21",$109.644
10313,8/4/2025,"6,06251E+21",$163.301
10314,14/4/2025,"9,30191E+21",$91.813
10315,7/4/2025,"2,00351E+21",$198.636
10316,12/4/2025,"9,87305E+21",$52.825
10317,6/4/2025,"4,53257E+21",$187.631
10318,9/4/2025,"6,06251E+21",$114.272
10319,11/4/2025,"7,34096E+21",$81.587
10320,9/4/2025,"9,95987E+21",$162.011
10321,1/4/2025,"3,62255E+21",$136.172
10322,11/4/2025,"8,77612E+21",$98.661
10323,12/4/2025,"6,79302E+21",$143.024
10324,5/4/2025,"8,46915E+21",$150.706
10325,1/4/2025,"3,35499E+21",$59.095
10326,9/4/2025,"5,97386E+21",$134.816
10327,6/4/2025,"9,09001E+21",$92.770
10328,12/4/2025,"6,87188E+21",$88.196
10329,11/4/2025,"2,3371E+21",$188.043
10330,2/4/2025,"1,13553E+21",$67.414
10331,10/4/2025,"1,59991E+21",$155.956
10332,10/4/2025,"6,04959E+21",$79.235
10333,5/4/2025,"3,62255E+21",$66.682
10334,14/4/2025,"6,75838E+21",$158.742
10335,1/4/2025,"5,44431E+21",$93.321
10336,1/4/2025,"5,98657E+21",$158.633
10337,2/4/2025,"7,15249E+21",$110.237
10338,13/4/2025,"6,92736E+21",$140.337
10339,2/4/2025,"5,84624E+21",$121.860
10340,5/4/2025,"2,89875E+21",$82.151
10341,11/4/2025,"4,73909E+21",$86.289
10342,6/4/2025,"2,47672E+21",$156.467
10343,8/4/2025,"8,32736E+21",$162.900
10344,5/4/2025,"4,6251E+21",$107.632
10345,7/4/2025,"2,31441E+21",$113.908
10346,6/4/2025,"8,20399E+21",$142.714
10347,12/4/2025,"1,59991E+21",$176.473
10348,4/4/2025,"3,74744E+21",$52.342
10349,7/4/2025,"3,96704E+21",$51.716
10350,3/4/2025,"2,5671E+21",$160.154
10351,8/4/2025,"1,42446E+21",$144.324
10352,1/4/2025,"8,77612E+21",$96.644
10353,2/4/2025,"1,11219E+21",$95.190
10354,13/4/2025,"2,5671E+21",$194.960
10355,4/4/2025,"5,46835E+21",$82.115
10356,14/4/2025,"4,46216E+21",$172.848
10357,15/4/2025,"5,73854E+21",$162.802
10358,2/4/2025,"7,34096E+21",$156.862
10359,11/4/2025,"3,5424E+21",$161.238
10360,14/4/2025,"1,13553E+21",$194.741
10361,14/4/2025,"2,3371E+21",$117.552
10362,5/4/2025,"4,56178E+21",$115.220
10363,11/4/2025,"9,53147E+21",$178.063
10364,11/4/2025,"4,73909E+21",$112.706
10365,14/4/2025,"3,39233E+21",$118.277
10366,10/4/2025,"1,42446E+21",$131.065
10367,12/4/2025,"2,04784E+21",$80.984
10368,8/4/2025,"4,20734E+21",$140.647
10369,12/4/2025,"7,99791E+21",$59.919
10370,5/4/2025,"2,64547E+21",$58.395
10371,9/4/2025,"1,68669E+21",$164.070
10372,7/4/2025,"9,48578E+21",$71.182
10373,4/4/2025,"8,20399E+21",$146.282
10374,13/4/2025,"7,46343E+21",$52.384
10375,8/4/2025,"1,83162E+21",$182.405
10376,14/4/2025,"9,87305E+21",$179.156
10377,9/4/2025,"3,35499E+21",$113.076
10378,1/4/2025,"2,699E+21",$137.397
10379,10/4/2025,"5,12066E+21",$157.829
10380,4/4/2025,"3,74744E+21",$97.721
10381,6/4/2025,"6,75838E+21",$169.897
10382,3/4/2025,"8,67275E+21",$74.929
10383,6/4/2025,"3,35499E+21",$165.156
10384,7/4/2025,"4,92178E+21",$150.385
10385,11/4/2025,"5,10398E+21",$159.380
10386,11/4/2025,"7,16819E+21",$171.070
10387,5/4/2025,"9,48578E+21",$72.825
10388,8/4/2025,"7,9007E+21",$167.629
10389,1/4/2025,"2,47672E+21",$53.127
10390,6/4/2025,"8,5529E+21",$166.184
10391,5/4/2025,"2,89875E+21",$74.395
10392,11/4/2025,"6,04959E+21",$68.627
10393,6/4/2025,"3,90358E+21",$109.499
10394,4/4/2025,"9,30191E+21",$152.082
10395,13/4/2025,"8,46684E+21",$138.964
10396,14/4/2025,"1,5294E+21",$197.390
10397,15/4/2025,"2,00351E+21",$138.326
10398,9/4/2025,"2,699E+21",$184.269
10399,13/4/2025,"3,39233E+21",$110.236
10400,13/4/2025,"8,30696E+21",$102.175
10401,10/4/2025,"3,62255E+21",$57.128
10402,1/4/2025,"4,92178E+21",$176.156
10403,6/4/2025,"7,95204E+21",$140.859
10404,4/4/2025,"7,95204E+21",$149.702
10405,5/4/2025,"7,89969E+21",$133.980
10406,5/4/2025,"8,46684E+21",$136.350
10407,7/4/2025,"8,14904E+21",$195.076
10408,11/4/2025,"5,97386E+21",$115.614
10409,15/4/2025,"4,53257E+21",$120.819
10410,10/4/2025,"5,73854E+21",$79.132
10411,1/4/2025,"4,9195E+21",$140.512
10412,4/4/2025,"8,91381E+21",$136.879
10413,6/4/2025,"2,64547E+21",$83.522
10414,11/4/2025,"5,97386E+21",$72.479
10415,14/4/2025,"6,06251E+21",$116.411
10416,8/4/2025,"9,74893E+21",$167.573
10417,9/4/2025,"8,77612E+21",$90.248
10418,9/4/2025,"3,96704E+21",$106.357
10419,6/4/2025,"9,48578E+21",$182.057
10420,3/4/2025,"1,68669E+21",$118.204
10421,3/4/2025,"2,54868E+21",$108.644
10422,10/4/2025,"4,05869E+21",$110.411
10423,7/4/2025,"3,74744E+21",$137.192
10424,10/4/2025,"4,53257E+21",$149.964
10425,13/4/2025,"8,57114E+21",$100.600
10426,5/4/2025,"3,25384E+21",$82.394
10427,1/4/2025,"2,31441E+21",$172.578
10428,15/4/2025,"4,19888E+21",$59.875
10429,5/4/2025,"7,99791E+21",$133.729
10430,14/4/2025,"1,68669E+21",$62.577
10431,7/4/2025,"9,64964E+21",$157.352
10432,13/4/2025,"8,32736E+21",$98.167
10433,8/4/2025,"7,38518E+21",$128.476
10434,5/4/2025,"5,11731E+21",$112.778
10435,12/4/2025,"5,51303E+21",$148.766
10436,14/4/2025,"4,00665E+21",$72.283
10437,10/4/2025,"1,11219E+21",$190.549
10438,9/4/2025,"7,16819E+21",$72.784
10439,4/4/2025,"2,04784E+21",$93.079
10440,9/4/2025,"4,56178E+21",$181.864
10441,6/4/2025,"4,46216E+21",$148.230
10442,5/4/2025,"5,44431E+21",$114.492
10443,2/4/2025,"8,46915E+21",$131.654
10444,8/4/2025,"9,30191E+21",$195.913
10445,1/4/2025,"5,51303E+21",$165.272
10446,14/4/2025,"3,26675E+21",$141.051
10447,7/4/2025,"8,89916E+21",$169.361
10448,3/4/2025,"9,78678E+21",$162.126
10449,8/4/2025,"4,20734E+21",$118.711
10450,1/4/2025,"8,32736E+21",$62.996
10451,10/4/2025,"3,15482E+21",$55.937
10452,15/4/2025,"5,46569E+21",$163.332
10453,6/4/2025,"6,75838E+21",$61.299
10454,11/4/2025,"6,52232E+21",$156.591
10455,8/4/2025,"3,1396E+21",$140.753
10456,8/4/2025,"2,39951E+21",$148.652
10457,1/4/2025,"2,77293E+21",$54.446
10458,9/4/2025,"7,86347E+21",$60.662
10459,11/4/2025,"7,86347E+21",$162.700
10460,5/4/2025,"6,79302E+21",$141.397
10461,5/4/2025,"4,20362E+21",$161.568
10462,5/4/2025,"9,87305E+21",$73.356
10463,13/4/2025,"7,99791E+21",$171.808
10464,15/4/2025,"4,00665E+21",$193.606
10465,10/4/2025,"8,95676E+21",$64.340
10466,10/4/2025,"9,64964E+21",$67.707
10467,8/4/2025,"5,44431E+21",$129.220
10468,1/4/2025,"9,53147E+21",$103.106
10469,1/4/2025,"4,00665E+21",$132.330
10470,2/4/2025,"9,64964E+21",$147.641
10471,12/4/2025,"3,15482E+21",$173.007
10472,5/4/2025,"4,73859E+21",$180.313
10473,6/4/2025,"9,74893E+21",$77.565
10474,10/4/2025,"8,14904E+21",$138.880
10475,1/4/2025,"3,96704E+21",$111.991
10476,5/4/2025,"2,28114E+21",$149.172
10477,3/4/2025,"5,10398E+21",$149.063
10478,15/4/2025,"2,54868E+21",$117.351
10479,3/4/2025,"5,7825E+21",$69.375
10480,1/4/2025,"4,73909E+21",$76.462
10481,3/4/2025,"6,79302E+21",$97.204
10482,6/4/2025,"4,2792E+21",$136.725
10483,9/4/2025,"4,64913E+21",$94.813
10484,7/4/2025,"3,1396E+21",$67.757
10485,12/4/2025,"1,42446E+21",$129.775
10486,14/4/2025,"5,98657E+21",$142.414
10487,13/4/2025,"4,20362E+21",$174.609
10488,12/4/2025,"4,19888E+21",$153.147
10489,1/4/2025,"4,19888E+21",$78.952
10490,11/4/2025,"2,28114E+21",$51.023
10491,4/4/2025,"9,30191E+21",$68.041
10492,2/4/2025,"4,98543E+21",$194.100
10493,1/4/2025,"6,75838E+21",$83.804
10494,5/4/2025,"2,5671E+21",$100.728
10495,1/4/2025,"8,95676E+21",$92.460
10496,5/4/2025,"1,11219E+21",$68.025
10497,13/4/2025,"4,05869E+21",$91.987
10498,4/4/2025,"8,57114E+21",$143.749
10499,10/4/2025,"8,40166E+21",$65.170
10500,5/4/2025,"9,09001E+21",$97.015
10501,14/4/2025,"3,39233E+21",$169.975
10502,4/4/2025,"7,34096E+21",$78.134
10503,15/4/2025,"4,19888E+21",$118.671
10504,4/4/2025,"8,46684E+21",$189.852
10505,14/4/2025,"2,31441E+21",$121.824
10506,11/4/2025,"9,74893E+21",$66.694
10507,11/4/2025,"8,89916E+21",$83.632
10508,3/4/2025,"5,12066E+21",$187.350
10509,13/4/2025,"5,73854E+21",$120.705
10510,4/4/2025,"4,20362E+21",$68.210
10511,7/4/2025,"2,39951E+21",$115.244
10512,6/4/2025,"2,04784E+21",$171.056
10513,11/4/2025,"9,91871E+21",$80.213
10514,5/4/2025,"4,53257E+21",$182.676
10515,9/4/2025,"5,73854E+21",$187.495
10516,9/4/2025,"5,97386E+21",$191.552
10517,10/4/2025,"2,5671E+21",$92.943
10518,4/4/2025,"8,44567E+21",$149.355
10519,9/4/2025,"4,20734E+21",$137.324
10520,6/4/2025,"8,46915E+21",$136.490
10521,8/4/2025,"5,11731E+21",$196.175
10522,15/4/2025,"6,92736E+21",$89.967
10523,6/4/2025,"5,93018E+21",$98.691
10524,3/4/2025,"9,74893E+21",$164.108
10525,13/4/2025,"4,05869E+21",$85.483
10526,4/4/2025,"2,89875E+21",$179.740
10527,12/4/2025,"8,77612E+21",$133.598
10528,6/4/2025,"9,95987E+21",$161.864
10529,12/4/2025,"7,9007E+21",$120.520
10530,10/4/2025,"3,5424E+21",$184.972
10531,8/4/2025,"3,5424E+21",$195.900
10532,8/4/2025,"4,60919E+21",$73.153
10533,5/4/2025,"2,39951E+21",$199.894
10534,8/4/2025,"9,79877E+21",$192.386
10535,7/4/2025,"4,56178E+21",$192.886
10536,14/4/2025,"1,59991E+21",$108.981
10537,11/4/2025,"4,02283E+21",$70.676
10538,6/4/2025,"5,10398E+21",$95.081
10539,10/4/2025,"6,87188E+21",$181.612
10540,2/4/2025,"5,46569E+21",$149.535
10541,1/4/2025,"4,60919E+21",$54.354
10542,4/4/2025,"8,30696E+21",$81.999
10543,2/4/2025,"9,73651E+21",$184.270
10544,8/4/2025,"8,20399E+21",$84.125
10545,1/4/2025,"5,93018E+21",$104.661
10546,10/4/2025,"9,73651E+21",$119.316
10547,8/4/2025,"8,89916E+21",$117.215
10548,5/4/2025,"9,91871E+21",$149.102
10549,14/4/2025,"7,65726E+21",$99.325
10550,5/4/2025,"5,10398E+21",$125.644
10551,1/4/2025,"4,14123E+21",$125.601
10552,15/4/2025,"9,73651E+21",$120.088
10553,7/4/2025,"2,00351E+21",$169.132
10554,15/4/2025,"9,95987E+21",$110.836
10555,1/4/2025,"9,39122E+21",$100.710
10556,9/4/2025,"8,55574E+21",$61.851
10557,9/4/2025,"8,46915E+21",$113.751
10558,14/4/2025,"7,95204E+21",$170.047
10559,10/4/2025,"1,59991E+21",$82.452
10560,7/4/2025,"9,39122E+21",$61.338
10561,15/4/2025,"4,6251E+21",$79.801
10562,12/4/2025,"8,67136E+21",$106.097
10563,2/4/2025,"3,5424E+21",$55.290
10564,1/4/2025,"4,75698E+21",$156.896
10565,7/4/2025,"4,9195E+21",$106.904
10566,6/4/2025,"5,46835E+21",$169.193
10567,8/4/2025,"6,04959E+21",$93.295
10568,1/4/2025,"1,13553E+21",$180.990
10569,10/4/2025,"9,78678E+21",$76.164
10570,2/4/2025,"4,6251E+21",$113.283
10571,3/4/2025,"2,12987E+21",$155.534
10572,13/4/2025,"7,65726E+21",$92.056
10573,13/4/2025,"5,46569E+21",$121.402
10574,11/4/2025,"7,9007E+21",$136.264
10575,4/4/2025,"2,04784E+21",$71.816
10576,7/4/2025,"1,42446E+21",$119.447
10577,5/4/2025,"9,79877E+21",$70.705
10578,13/4/2025,"2,12987E+21",$146.272
10579,9/4/2025,"4,2792E+21",$181.648
10580,10/4/2025,"9,64964E+21",$53.705
